hanzi,keyword,zhuyin,pinyin,decomposition,definition,example,example_zhuyin,example_pinyin,simplified,rth_index,frequency_index,learn_order,network_level,decompstr 
循,comply with,ㄒㄩㄣˊ,xún,"{'character': '循', 'once': ['彳', '盾'], 'radical': ['彳', '⺁', '十', '目'], 'graphical': ['㇒', '丨', '丿', '㇒', '一', '丨', '口', '二']}","obey, comply with, follow",循環 遵循,ㄒㄩㄣˊㄏㄨㄢˊ  ㄗㄨㄣ ㄒㄩㄣˊ,xúnhuán zūnxún,,1935,2019,1694,2,"['彳 [queue rail]盾 [shield]\t', '彳\t⺁\t十\t目', '㇒\t丨\t丿\t㇒\t一\t丨\t口\t二']"
屍,corpse,ㄕ,shī,"{'character': '屍', 'once': ['尸', '死'], 'radical': ['尸', '歹', '匕'], 'graphical': ['丨', '匚', '一', '夕', '乚', '㇒']}","corpse, carcass",屍體,ㄕ ㄊㄧˇ,shītǐ,尸,820,2020,,,"['尸 [flag]死 [death]\t', '尸\t歹\t匕', '丨\t匚\t一\t夕\t乚\t㇒']"
鑽,drill,ㄗㄨㄢ,zuān,"{'character': '鑽', 'once': ['金', '贊'], 'radical': ['金', '兟', '貝'], 'graphical': ['人', '一', '一', '丨', '一', '丷', '兟', '口', '二', '八']}","drill, bore; pierce; diamond",鑽石 鑽研,ㄗㄨㄢ`ㄕˊ  ㄗㄨㄢ ㄧㄢˊ,zuànshí zuānyán,钻,1591,2021,,,"['金 [gold]贊 [succor/likebutton]\t', '金\t兟\t貝', '人\t一\t一\t丨\t一\t丷\t兟\t口\t二\t八']"
晃,sway,ㄏㄨㄤˇ,huǎng,"{'character': '晃', 'once': ['日', '光'], 'radical': ['日', '⺌', '一', '儿'], 'graphical': ['口', '一', '丨', '丷', '一', '丿', '乚']}","bright, dazzling; to sway, shake",搖晃,ㄧㄠˊㄏㄨㄤ`,yáohuàng,,1520,2022,2096,4,"['日 [day]光 [ray]\t', '日\t⺌\t一\t儿', '口\t一\t丨\t丷\t一\t丿\t乚']"
悄,noiseless,ㄑㄧㄠ,qiāo,"{'character': '悄', 'once': ['忄', '肖'], 'radical': ['忄', '⺌', '月'], 'graphical': ['丨', '八', '丨', '丷', '冂', '二']}","silent, quiet, still; anxious",悄悄,ㄑㄧㄠ ㄑㄧㄠ ,qiāoqiāo,,1760,2023,1675,3,"['忄 [state of mind/ electrode hat]肖 [remeble/candle]\t', '忄\t⺌\t月', '丨\t八\t丨\t丷\t冂\t二']"
翅,fins,ㄔ`,chì,"{'character': '翅', 'once': ['支', '羽'], 'radical': ['支', '羽'], 'graphical': ['一', '丨', '㇇', '㇏', '羽']}",wings; fin,翅膀,ㄔ`ㄅㄤˇ,chìbǎng,,1851,2024,2168,3,"['支 [offshoot]羽 [feathers]\t', '支\t羽', '一\t丨\t㇇\t㇏\t羽']"
斜,slanting,ㄒㄧㄝˊ,xié,"{'character': '斜', 'once': ['余', '斗'], 'radical': ['人', '干', '小', '斗'], 'graphical': ['人', '一', '一', '丨', '亅', '八', '一', '丨', '⺀']}","slanting, sloping, inclined",,,,,2583,2026,1872,2,"['余 [extras]斗 [big dipper]\t', '人\t干\t小\t斗', '人\t一\t一\t丨\t亅\t八\t一\t丨\t⺀']"
廁,toilet,ㄘㄜ`,cè,"{'character': '廁', 'once': ['广', '則'], 'radical': ['广', '貝', '刂'], 'graphical': ['厂', '丶', '口', '二', '八', '亅', '丨']}","toilet, lavatory; mingle with",廁所,ㄘㄜ`ㄙㄨㄛˇ,cèsuǒ,厕,1754,2027,,,"['广 [cave]則 [rule]\t', '广\t貝\t刂', '厂\t丶\t口\t二\t八\t亅\t丨']"
溜,slide,ㄌㄧㄡ,liū,"{'character': '溜', 'once': ['氵', '留'], 'radical': ['氵', '卯', '田'], 'graphical': ['⺀', '㇀', '卯', '冂', '一', '丨', '一']}","slide, glide, slip; slippery",溜冰,ㄌㄧㄡ ㄅㄧㄥ ,liūbīng,,1047,2029,1932,4,"['氵 [water]留 [stay]\t', '氵\t卯\t田', '⺀\t㇀\t卯\t冂\t一\t丨\t一']"
鶴,crane,ㄏㄜ`,hè,"{'character': '鶴', 'once': ['隺', '鳥'], 'radical': ['巾', '隹', '鳥'], 'graphical': ['冂', '丨', '㇒', '丨', '一', '二', '丨', '一', '丶', '匚', '一', '㇉', '丶', '一', '灬']}",crane; Grus species (various),,,,鹤,2812,2030,2853,3,"['隺鳥 [bird]\t', '巾\t隹\t鳥', '冂\t丨\t㇒\t丨\t一\t二\t丨\t一\t丶\t匚\t一\t㇉\t丶\t一\t灬']"
喪,funeral,ㄙㄤ`,sàng,"{'character': '喪', 'once': ['𡋑', 'No glyph available'], 'radical': ['土', '吅', '乚', 'No glyph available'], 'graphical': ['一', '丨', '一', '吅', '乚', '冫']}",mourning; mourn; funeral,喪失 沮喪 喪事,ㄙㄤ`ㄕ   ㄐㄩˇㄙㄤ`  ㄙㄤ ㄕ`,sàngshī jǔsàng sāngshì,丧,1393,2031,1819,1,"['𡋑\t', '土\t吅\t乚\tNo glyph available', '一\t丨\t一\t吅\t乚\t冫']"
盒,small box,ㄏㄜˊ,hé,"{'character': '盒', 'once': ['合', '皿'], 'radical': ['人', '一', '口', '皿'], 'graphical': ['人', '一', '口', '冂', '丨', '一']}",small box or case; casket,盒子,ㄏㄜˊㄗ˙,hézi,,2422,2032,2189,3,"['合 [fit/glass slipper]皿 [dish]\t', '人\t一\t口\t皿', '人\t一\t口\t冂\t丨\t一']"
摔,tumble,ㄕㄨㄞ,shuāi,"{'character': '摔', 'once': ['扌', '率'], 'radical': ['扌', '亠', '幺', '冫', 'No glyph available', '十'], 'graphical': ['亅', '二', '一', '丶', '㇛', '丶', '丶', '㇀', '冫', '一', '丨']}","fall ground, stumble, trip",,,,,1276,2033,2350,2,"['扌 [finger]率 [rate]\t', '扌\t亠\t幺\t冫\tNo glyph available\t十', '亅\t二\t一\t丶\t㇛\t丶\t丶\t㇀\t冫\t一\t丨']"
愧,ashamed,ㄎㄨㄟ`,kuì,"{'character': '愧', 'once': ['忄', '鬼'], 'radical': ['忄', '鬼'], 'graphical': ['丨', '八', '冂', '二', '丨', '丶', '乚', '㇛', '丶']}","ashamed, conscience-stricken",慚愧,ㄘㄢˊㄎㄨㄟ`,cánkuì,,2903,2034,2614,2,"['忄 [state of mind/ electrode hat]鬼 [ghost]\t', '忄\t鬼', '丨\t八\t冂\t二\t丨\t丶\t乚\t㇛\t丶']"
灑,spill,ㄙㄚˇ,sǎ,"{'character': '灑', 'once': ['氵', '麗'], 'radical': ['氵', '一', 'No glyph available', '鹿'], 'graphical': ['⺀', '㇀', '一', '冂', '丶', '厂', '丶', '覀', '比']}","sprinkle, splash; scatter, throw",瀟灑,ㄒㄧㄠ ㄙㄚˇ,xiāosǎ,洒,2891,2035,,,"['氵 [water]麗 [lovely]\t', '氵\t一\tNo glyph available\t鹿', '⺀\t㇀\t一\t冂\t丶\t厂\t丶\t覀\t比']"
津,Tianjin,ㄐㄧㄣ,jīn,"{'character': '津', 'once': ['氵', '聿'], 'radical': ['氵', '聿'], 'graphical': ['⺀', '㇀', '匚', '一', '丨', '二', '丨']}",ferry; saliva; ford,津貼,ㄐㄧㄣ ㄊㄧㄝ ,jīntiē,,1613,2036,1542,2,"['氵 [water]聿 [brush]\t', '氵\t聿', '⺀\t㇀\t匚\t一\t丨\t二\t丨']"
盈,replete,ㄧㄥˊ,yíng,"{'character': '盈', 'once': ['夃', '皿'], 'radical': ['㇎', '丿', '又', '皿'], 'graphical': ['㇎', '丿', '㇇', '㇏', '冂', '丨', '一']}","fill; full, overflowing; surplus",,,,,2426,2037,2155,2,"['夃皿 [dish]\t', '㇎\t丿\t又\t皿', '㇎\t丿\t㇇\t㇏\t冂\t丨\t一']"
脈,blood vessels,ㄇㄞ`,mài,"{'character': '脈', 'once': ['月', 'No glyph available'], 'radical': ['月', '⺁', '㇒', '㇗', 'No glyph available'], 'graphical': ['冂', '二', '丿', '㇒', '㇒', '㇗', '冫']}","blood vessels, veins, arteries",動脈 靜脈 山脈,ㄉㄨㄥ`ㄇㄞ`  ㄐㄧㄥ`ㄇㄞ`  ㄕㄢ ㄇㄞ`,dòngmài jìngmài shānmài,脉,611,2038,1596,2,"['月 [flesh/moon]\t', '月\t⺁\t㇒\t㇗\tNo glyph available', '冂\t二\t丿\t㇒\t㇒\t㇗\t冫']"
堡,fort,ㄅㄠˇ,bǎo,"{'character': '堡', 'once': ['保', '土'], 'radical': ['亻', '口', '木', '土'], 'graphical': ['㇒', '丨', '口', '一', '丨', '八', '一', '丨', '一']}","fort, fortress; town, village",漢堡,ㄏㄢ`ㄅㄠˇ,Hànbǎo,,765,2040,2213,4,"['保 [safeguard]土 [soil]\t', '亻\t口\t木\t土', '㇒\t丨\t口\t一\t丨\t八\t一\t丨\t一']"
撒,scatter,ㄙㄚ,sā,"{'character': '撒', 'once': ['扌', '散'], 'radical': ['扌', '艹', '一', '月', '⺙'], 'graphical': ['亅', '二', '艹', '一', '冂', '二', '丿', '一', '乂']}","release, cast away, let go; disperse; relax",撒謊,ㄙㄚ ㄏㄨㄤˇ,sāhuǎng,,901,2043,2064,4,"['扌 [finger]散 [scattered]\t', '扌\t艹\t一\t月\t⺙', '亅\t二\t艹\t一\t冂\t二\t丿\t一\t乂']"
纏,wind around,ㄔㄢˊ,chán,"{'character': '纏', 'once': ['糹', '廛'], 'radical': ['糹', '广', '里', '八', '土'], 'graphical': ['㇛', '丶', '丶', '厂', '丶', '冂', '一', '丨', '一', '一', '丨', '一', '八', '一', '丨', '一']}","wrap, wind around; tie, bind",,,,缠,2313,2045,2410,3,"['糹 [thread]廛 [marketplace]\t', '糹\t广\t里\t八\t土', '㇛\t丶\t丶\t厂\t丶\t冂\t一\t丨\t一\t一\t丨\t一\t八\t一\t丨\t一']"
遵,abide by,ㄗㄨㄣ,zūn,"{'character': '遵', 'once': ['辶', '尊'], 'radical': ['辶', '丷', '酉', '寸'], 'graphical': ['丶', '㇆', '㇝', '丷', '一', '丿', '乚', '口', '一', '𠂇', '亅', '丶']}","obey, comply with, follow; honor",遵守 遵循,ㄗㄨㄣ ㄕㄡˇ  ㄗㄨㄣ ㄒㄩㄣˊ,zūnshǒu zūnxún,,1065,2046,1763,4,"['辶 [road]尊 [venerate]\t', '辶\t丷\t酉\t寸', '丶\t㇆\t㇝\t丷\t一\t丿\t乚\t口\t一\t𠂇\t亅\t丶']"
嬰,baby,ㄧㄥ,yīng,"{'character': '嬰', 'once': ['賏', '女'], 'radical': ['賏', '女'], 'graphical': ['賏', '㇛', '一', '丿']}","baby, infant; bother",嬰兒,ㄧㄥ ㄦˊ,yīngér,婴,1513,2582,2124,2,"['賏女 [woman]\t', '賏\t女', '賏\t㇛\t一\t丿']"
櫻,cherry,ㄧㄥ,yīng,"{'character': '櫻', 'once': ['木', '嬰'], 'radical': ['木', '賏', '女'], 'graphical': ['一', '丨', '八', '賏', '㇛', '一', '丿']}","cherry, cherry blossom",櫻桃,ㄧㄥ ㄊㄠˊ,yīngtáo,樱,1550,2048,3185,3,"['木 [tree]嬰 [baby]\t', '木\t賏\t女', '一\t丨\t八\t賏\t㇛\t一\t丿']"
扮,play the part of,ㄅㄢ`,bàn,"{'character': '扮', 'once': ['扌', '分'], 'radical': ['扌', '八', '刀'], 'graphical': ['亅', '二', '八', '㇆', '丿']}",dress up; dress up as,扮演 打扮,ㄅㄢ`ㄧㄢˇ  ㄉㄚˇㄅㄢ˙,bànyǎn dǎban,,1887,2049,2213,3,"['扌 [finger]分 [part]\t', '扌\t八\t刀', '亅\t二\t八\t㇆\t丿']"
渾,muddled,ㄏㄨㄣˊ,hún,"{'character': '渾', 'once': ['氵', '軍'], 'radical': ['氵', '冖', '車'], 'graphical': ['⺀', '㇀', '冖', '二', '丨', '口', '一']}","muddy, turbid; blend, merge, mix",渾身,ㄏㄨㄣˊㄕㄣ ,húnshēn,浑,1605,2050,2079,3,"['氵 [water]軍 [army]\t', '氵\t冖\t車', '⺀\t㇀\t冖\t二\t丨\t口\t一']"
趁,take advantage of,ㄔㄣ`,chèn,"{'character': '趁', 'once': ['走', '㐱'], 'radical': ['走', '人', '彡'], 'graphical': ['一', '丨', '一', '龰', '人', '彡']}","take advantage of, avail oneself",,,,,2644,2052,2470,3,"['走 [walk]㐱 [cocktail]\t', '走\t人\t彡', '一\t丨\t一\t龰\t人\t彡']"
牢,jail,ㄌㄠˊ,láo,"{'character': '牢', 'once': ['宀', '牛'], 'radical': ['宀', '牛'], 'graphical': ['冖', '丶', '二', '丨', '㇒']}","prison; stable, pen; secure",牢騷 坐牢,ㄌㄠˊㄙㄠ   ㄗㄨㄛ`ㄌㄠˊ,láosāo zuòláo,,1572,2054,2001,2,"['宀 [house]牛 [cow]\t', '宀\t牛', '冖\t丶\t二\t丨\t㇒']"
泊,moor,ㄆㄛ,pō,"{'character': '泊', 'once': ['氵', '白'], 'radical': ['氵', '白'], 'graphical': ['⺀', '㇀', '口', '一', '㇒']}",anchor vessel; lie at anchor,,,,,1521,2055,2495,2,"['氵 [water]白 [white/dove]\t', '氵\t白', '⺀\t㇀\t口\t一\t㇒']"
慎,prudent,ㄕㄣ`,shèn,"{'character': '慎', 'once': ['忄', '真'], 'radical': ['忄', '十', '目', '一', '八'], 'graphical': ['丨', '八', '一', '丨', '口', '二', '一', '八']}","act with care, be cautious",慎重 謹慎 審慎,ㄕㄣ`ㄓㄨㄥ`  ㄐㄧㄣˇㄕㄣ`  ㄕㄣˇㄕㄣ`,shènzhòng jǐnshèn shěnshèn,,1758,2057,2317,4,"['忄 [state of mind/ electrode hat]真 [TRUE]\t', '忄\t十\t目\t一\t八', '丨\t八\t一\t丨\t口\t二\t一\t八']"
琳,gem,ㄌㄧㄣˊ,lín,"{'character': '琳', 'once': ['王', '林'], 'radical': ['王', '林'], 'graphical': ['一', '一', '丨', '一', '林']}","beautiful jade, gem",,,,,3029,2058,3267,3,"['王 [king]林 [woods]\t', '王\t林', '一\t一\t丨\t一\t林']"
倦,worn out,ㄐㄩㄢ`,juàn,"{'character': '倦', 'once': ['亻', '卷'], 'radical': ['亻', '二', '丨', '丷', '八', '乚', '㇆'], 'graphical': ['㇒', '丨', '二', '丨', '丷', '八', '乚', '㇆']}","be tired of, weary",疲倦,ㄆㄧˊㄐㄩㄢ`,píjuàn,,2383,2059,2614,3,"['亻 [Jesus]卷 [exam paper]\t', '亻\t二\t丨\t丷\t八\t乚\t㇆', '㇒\t丨\t二\t丨\t丷\t八\t乚\t㇆']"
腐,rotten,ㄈㄨˇ,fǔ,"{'character': '腐', 'once': ['府', '肉'], 'radical': ['广', '亻', '寸', '肉'], 'graphical': ['厂', '丶', '㇒', '丨', '𠂇', '亅', '丶', '仌', '冂']}","rot, decay, spoil; rotten",豆腐 腐敗 腐爛,ㄉㄡ`ㄈㄨ˙  ㄈㄨˇㄅㄞ`  ㄈㄨˇㄌㄢ`,dòufu fǔbài fǔlàn,,783,2060,1745,4,"['府 [government office]肉 [meat]\t', '广\t亻\t寸\t肉', '厂\t丶\t㇒\t丨\t𠂇\t亅\t丶\t仌\t冂']"
蛇,serpent,ㄕㄜˊ,shé,"{'character': '蛇', 'once': ['虫', '它'], 'radical': ['虫', '宀', '匕'], 'graphical': ['口', '丨', '𠂉', '冖', '丶', '乚', '㇒']}",snake,,,,,481,2061,2064,2,"['虫 [insect]它 [it]\t', '虫\t宀\t匕', '口\t丨\t𠂉\t冖\t丶\t乚\t㇒']"
搜,search,ㄙㄡ,sōu,"{'character': '搜', 'once': ['扌', '叟'], 'radical': ['扌', '臼', '丨', '又'], 'graphical': ['亅', '二', '臼', '丨', '㇇', '㇏']}","search, seek; investigate",搜集,ㄙㄡ ㄐㄧˊ,sōují,,2925,2062,2155,3,"['扌 [finger]叟\t', '扌\t臼\t丨\t又', '亅\t二\t臼\t丨\t㇇\t㇏']"
患,troubles,ㄏㄨㄢ`,huàn,"{'character': '患', 'once': ['串', '心'], 'radical': ['串', '心'], 'graphical': ['串', '𠁼', '㇃']}","suffer, worry about; suffering",患者,ㄏㄨㄢ`ㄓㄜˇ,huànzhě,,1781,2063,1763,2,"['串 [string together]心 [heart]\t', '串\t心', '串\t𠁼\t㇃']"
伏,bend over,ㄈㄨˊ,fú,"{'character': '伏', 'once': ['亻', '犬'], 'radical': ['亻', '犬'], 'graphical': ['㇒', '丨', '人', '一', '丶']}","crouch, crawl, lie hidden, conceal",埋伏 起伏,ㄇㄞˊㄈㄨˊ  ㄑㄧˇㄈㄨˊ,máifú qǐfú,,2009,2064,1504,2,"['亻 [Jesus]犬 [pooch]\t', '亻\t犬', '㇒\t丨\t人\t一\t丶']"
陶,pottery,ㄊㄠˊ,táo,"{'character': '陶', 'once': ['阝', '匋'], 'radical': ['阝', '勹', '缶'], 'graphical': ['丨', '㇌', '㇆', '㇒', '一', '一', '丨', '㇒', '丨', '凵']}","pottery, ceramics",陶瓷 陶器,ㄊㄠˊㄘˊ  ㄊㄠˊㄑㄧ`,táocí táoqì,,2839,2065,1781,4,"['阝 [city walls]匋\t', '阝\t勹\t缶', '丨\t㇌\t㇆\t㇒\t一\t一\t丨\t㇒\t丨\t凵']"
劣,inferior,ㄌㄧㄝ`,liè,"{'character': '劣', 'once': ['少', '力'], 'radical': ['小', '丿', '力'], 'graphical': ['亅', '八', '丿', '㇆', '丿']}","bad, inferior; slightly",惡劣,ㄜ`ㄌㄧㄝ`,èliè,,1923,2067,2126,2,"['少 [few]力 [power]\t', '小\t丿\t力', '亅\t八\t丿\t㇆\t丿']"
疲,fatigued,ㄆㄧˊ,pí,"{'character': '疲', 'once': ['疒', '皮'], 'radical': ['疒', '皮'], 'graphical': ['一', '丶', '厂', '丶', '丿', '㇆', '丨', '㇇', '㇏']}","feel tired, be exhausted; weak",疲倦 疲勞 疲憊,ㄆㄧˊㄐㄩㄢ`  ㄆㄧˊㄌㄠˊ  ㄆㄧˊㄅㄟ`,píjuàn píláo píbèi,,2600,2068,2098,3,"['疒 [illness]皮 [covering]\t', '疒\t皮', '一\t丶\t厂\t丶\t丿\t㇆\t丨\t㇇\t㇏']"
儲,put in storage,ㄔㄨˇ,chǔ,"{'character': '儲', 'once': ['亻', '諸'], 'radical': ['亻', '言', '耂', '日'], 'graphical': ['㇒', '丨', '一', '丶', '二', '口', '耂', '口', '一']}","to save money, store, reserve; an heir",儲存 儲蓄 儲備,ㄔㄨˇㄘㄨㄣˊ  ㄔㄨˇㄒㄩ`  ㄔㄨˇㄅㄟ`,chǔcún chǔxù chǔbèi,储,2240,2069,1847,5,"['亻 [Jesus]諸 [various]\t', '亻\t言\t耂\t日', '㇒\t丨\t一\t丶\t二\t口\t耂\t口\t一']"
桿,shaft,ㄍㄢˇ,gǎn,"{'character': '桿', 'once': ['木', '旱'], 'radical': ['木', '日', '干'], 'graphical': ['一', '丨', '八', '口', '一', '一', '一', '丨']}",pole; stick; club; pole as unit,,,,杆,2578,2070,1886,2,"['木 [tree]旱 [drought]\t', '木\t日\t干', '一\t丨\t八\t口\t一\t一\t一\t丨']"
塑,plastic,ㄙㄨ`,sù,"{'character': '塑', 'once': ['朔', '土'], 'radical': ['丷', '一', '屮', '月', '土'], 'graphical': ['丷', '一', '丨', '凵', '冂', '二', '一', '丨', '一']}","model in clay, sculpt; plastics",塑膠,ㄙㄨ`ㄐㄧㄠ ,sùjiāo,,2831,2072,1688,3,"['朔土 [soil]\t', '丷\t一\t屮\t月\t土', '丷\t一\t丨\t凵\t冂\t二\t一\t丨\t一']"
蓉,cottonrose hibiscus (B),ㄖㄨㄥˊ,róng,"{'character': '蓉', 'once': ['艹', '容'], 'radical': ['艹', '宀', '谷'], 'graphical': ['艹', '冖', '丶', '八', '人', '口']}","hibiscus; Chengdu, Sichuan",,,,,3035,2073,3052,4,"['艹 [flower]容 [contain]\t', '艹\t宀\t谷', '艹\t冖\t丶\t八\t人\t口']"
繫,fasten,ㄒㄧ`,xì,"{'character': '繫', 'once': ['𣪠', '糸'], 'radical': ['車', '山', '殳', '糸'], 'graphical': ['二', '丨', '口', '一', '丨', '凵', '丿', '㇠', '㇇', '㇏', '㇛', '丶', '亅', '八']}","attach, connect, unite, fasten",聯繫,ㄌㄧㄢˊㄒㄧ`,liánxì,系,2315,2074,,,"['𣪠糸 [thread]\t', '車\t山\t殳\t糸', '二\t丨\t口\t一\t丨\t凵\t丿\t㇠\t㇇\t㇏\t㇛\t丶\t亅\t八']"
泣,weep,ㄑㄧ`,qì,"{'character': '泣', 'once': ['氵', '立'], 'radical': ['氵', '立'], 'graphical': ['⺀', '㇀', '一', '丶', '丷', '一']}","cry, sob, weep",,,,,409,2076,2731,2,"['氵 [water]立 [standing up]\t', '氵\t立', '⺀\t㇀\t一\t丶\t丷\t一']"
粒,grain,ㄌㄧ`,lì,"{'character': '粒', 'once': ['米', '立'], 'radical': ['米', '立'], 'graphical': ['一', '丨', '八', '丷', '一', '丶', '丷', '一']}",grain; small particle,,,,,1975,2077,1427,2,"['米 [rice]立 [standing up]\t', '米\t立', '一\t丨\t八\t丷\t一\t丶\t丷\t一']"
渴,thirsty,ㄎㄜˇ,kě,"{'character': '渴', 'once': ['氵', '曷'], 'radical': ['氵', '曰', '勹', '人', '㇗'], 'graphical': ['⺀', '㇀', '口', '一', '㇆', '㇒', '人', '㇗']}","thirsty, parched; yearn, pine",渴望 解渴,ㄎㄜˇㄨㄤ`  ㄐㄧㄝˇㄎㄜˇ,kěwàng jiěkě,,792,2078,2300,4,"['氵 [water]曷 [nap]\t', '氵\t曰\t勹\t人\t㇗', '⺀\t㇀\t口\t一\t㇆\t㇒\t人\t㇗']"
璃,glass (back side),ㄌㄧˊ,lí,"{'character': '璃', 'once': ['王', '离'], 'radical': ['王', '亠', '凵', '乂', '禸'], 'graphical': ['一', '一', '丨', '一', '一', '丶', '凵', '乂', '㇛', '丶', '冂']}",glass,玻璃,ㄅㄛ ㄌㄧ˙,bōli,,2992,2079,1723,3,"['王 [king]离 [fagin]\t', '王\t亠\t凵\t乂\t禸', '一\t一\t丨\t一\t一\t丶\t凵\t乂\t㇛\t丶\t冂']"
鄧,Deng,ㄉㄥ`,dèng,"{'character': '鄧', 'once': ['登', '阝'], 'radical': ['癶', '豆', '阝'], 'graphical': ['癶', '一', '口', '丷', '一', '丨', '㇌']}",surname,,,,邓,2744,2081,1932,4,"['登 [ascend]阝 [city walls]\t', '癶\t豆\t阝', '癶\t一\t口\t丷\t一\t丨\t㇌']"
歪,askew,ㄨㄞ,wāi,"{'character': '歪', 'once': ['不', '正'], 'radical': ['一', '丿', '卜', '一', '止'], 'graphical': ['一', '丿', '丨', '丶', '一', '丨', '一', '丨', '一']}","slant; inclined; askewd, awry",,,,,2202,2082,2168,3,"['不 [no]正 [correct]\t', '一\t丿\t卜\t一\t止', '一\t丿\t丨\t丶\t一\t丨\t一\t丨\t一']"
棟,building,ㄉㄨㄥ`,dòng,"{'character': '棟', 'once': ['木', '東'], 'radical': ['木', '木', '日'], 'graphical': ['一', '丨', '八', '一', '丨', '八', '口', '一']}",the main beams supporting a house,,,,栋,474,2083,3120,2,"['木 [tree]東 [east]\t', '木\t木\t日', '一\t丨\t八\t一\t丨\t八\t口\t一']"
騰,take flight,ㄊㄥˊ,téng,"{'character': '騰', 'once': ['月', '駦'], 'radical': ['月', '二', '丨', '丷', '八', '馬'], 'graphical': ['冂', '二', '二', '丨', '丷', '八', '一', '二', '丨', '㇉', '灬']}",fly; gallop; run; prance; rise,奔騰 沸騰 圖騰,ㄅㄣ ㄊㄥˊ  ㄈㄟ`ㄊㄥˊ  ㄊㄨˊㄊㄥˊ,Bēnténg fèiténg túténg,腾,2847,2084,1641,3,"['月 [flesh/moon]駦\t', '月\t二\t丨\t丷\t八\t馬', '冂\t二\t二\t丨\t丷\t八\t一\t二\t丨\t㇉\t灬']"
玻,glass (front side),ㄅㄛ,bō,"{'character': '玻', 'once': ['王', '皮'], 'radical': ['王', '皮'], 'graphical': ['一', '一', '丨', '一', '丿', '㇆', '丨', '㇇', '㇏']}",glass,玻璃,ㄅㄛ ㄌㄧ˙,bōli,,2991,2085,1665,3,"['王 [king]皮 [covering]\t', '王\t皮', '一\t一\t丨\t一\t丿\t㇆\t丨\t㇇\t㇏']"
返,go back,ㄈㄢˇ,fǎn,"{'character': '返', 'once': ['辶', '反'], 'radical': ['辶', '⺁', '又'], 'graphical': ['丶', '㇆', '㇝', '丿', '㇒', '㇇', '㇏']}","return, revert to, restore",返回,ㄈㄢˇㄏㄨㄟˊ,fǎnhuí,,609,2088,2001,3,"['辶 [road]反 [against]\t', '辶\t⺁\t又', '丶\t㇆\t㇝\t丿\t㇒\t㇇\t㇏']"
併,combine,ㄅㄧㄥ`,bìng,"{'character': '併', 'once': ['亻', '并'], 'radical': ['亻', '丷', '一', '廾'], 'graphical': ['㇒', '丨', '丷', '一', '廾']}","combine, annex",併發 合併,ㄅㄧㄥ`ㄈㄚ   ㄏㄜˊㄅㄧㄥ`,bìngfā hébìng,并,798,2089,,,"['亻 [Jesus]并 [puzzle]\t', '亻\t丷\t一\t廾', '㇒\t丨\t丷\t一\t廾']"
弊,fraud,ㄅㄧ`,bì,"{'character': '弊', 'once': ['敝', '艹'], 'radical': ['巾', '冫', 'No glyph available', '⺙', '艹'], 'graphical': ['冂', '丨', '丶', '㇀', '冫', '丿', '一', '乂', '艹']}","evil, wrong, bad; criminal",利弊,ㄌㄧ`ㄅㄧ`,lìbì,,1983,2090,2522,4,"['敝艹 [flower]\t', '巾\t冫\tNo glyph available\t⺙\t艹', '冂\t丨\t丶\t㇀\t冫\t丿\t一\t乂\t艹']"
埋,bury,ㄇㄞˊ,mái,"{'character': '埋', 'once': ['土', '里'], 'radical': ['土', '里'], 'graphical': ['一', '丨', '一', '冂', '一', '丨', '一', '一', '丨', '一']}","bury, secrete, conceal",埋伏,ㄇㄞˊㄈㄨˊ,máifú,,171,2091,1847,3,"['土 [soil]里 [li/computer]\t', '土\t里', '一\t丨\t一\t冂\t一\t丨\t一\t一\t丨\t一']"
晉,promote,ㄐㄧㄣ`,jìn,"{'character': '晉', 'once': ['No glyph available', '日'], 'radical': ['二', '厸', '日'], 'graphical': ['二', '厸', '口', '一']}","advance, increase; promote",晉級,ㄐㄧㄣ`ㄐㄧˊ,jìnjí,晋,1863,2092,2028,2,"['日 [day]\t', '二\t厸\t日', '二\t厸\t口\t一']"
稀,scarce,ㄒㄧ,xī,"{'character': '稀', 'once': ['禾', '希'], 'radical': ['禾', '乂', '𠂇', '巾'], 'graphical': ['㇒', '一', '丨', '八', '乂', '𠂇', '冂', '丨']}","rare, unusual, scarce; sparse",,,,,1109,2093,1703,3,"['禾 [standing grain]希 [hope]\t', '禾\t乂\t𠂇\t巾', '㇒\t一\t丨\t八\t乂\t𠂇\t冂\t丨']"
鴨,duck,ㄧㄚ,yā,"{'character': '鴨', 'once': ['甲', '鳥'], 'radical': ['冂', '二', '丨', '鳥'], 'graphical': ['冂', '二', '丨', '匚', '一', '㇉', '丶', '一', '灬']}",duck; Anas species (various),鴨子,ㄧㄚ ㄗ˙,yāzi,鸭,1398,2094,2168,2,"['甲 [first/oddish]鳥 [bird]\t', '冂\t二\t丨\t鳥', '冂\t二\t丨\t匚\t一\t㇉\t丶\t一\t灬']"
汗,sweat,ㄏㄢ`,hàn,"{'character': '汗', 'once': ['氵', '干'], 'radical': ['氵', '干'], 'graphical': ['⺀', '㇀', '一', '一', '丨']}","perspiration, sweat",流汗 冷汗 血汗,ㄌㄧㄡˊㄏㄢ`  ㄌㄥˇㄏㄢ`  ㄒㄩㄝ`ㄏㄢ`,liúhàn lěnghàn xuèhàn,,2577,2095,1548,2,"['氵 [water]干 [offend]\t', '氵\t干', '⺀\t㇀\t一\t一\t丨']"
