"hanzi","pinyin","loa","fo1","decomposition","simplified","network_level"
"竟","jìng","640","706","音儿","竟","5"
"旨","zhǐ","642","1685","匕甘","旨","3"
"魚","yú","643","852","鱼","鱼","1"
"遠","yuǎn yuàn","644","386","辵元","远","4"
"寫","xiě xiè","645","448","冖与","写","2"
"愛","ài","646","394","受友","爱","3"
"鳥","niǎo diǎo dǎo què","646","1263","鸟","鸟","1"
"畐","fú bì","646","4017","畐","畐","1"
"某","mǒu","649","517","甘木","某","3"
"段","duàn","650","567","厂殳","段","3"
"片","piàn piān pàn","651","455","片","片","1"
"算","suàn","652","403","竹具","算","3"
"準","zhǔn","653","379","仌隹","准","2"
"𠂤","duī yǐ","654","4017","𠂤","𠂤","1"
"父","fù fǔ","655","589","父","父","1"
"布","bù","656","380","巾𠂇","布","2"
"叩","kòu","657","2889","口卩","叩","2"
"召","zhào shào","658","1214","刀口","召","2"
"客","kè","659","583","宀各","客","3"
"六","liù lù","660","478","六","六","1"
"引","yǐn","661","479","弓","引","2"
"莫","mò mù","662","955","艸日","莫","3"
"隨","suí","663","498","辵隋","随","5"
"圭","guī","664","3460","土","圭","2"
"稱","chēng chèn chèng","665","449","禾尔","称","2"
"低","dī","665","592","人氐","低","3"
"倉","cāng","667","1882","亼乚","仓","2"
"照","zhào","668","443","昭火","照","4"
"司","sī","669","278","人口","司","2"
"視","shì","670","438","示见","视","4"
"養","yǎng yàng","670","760","羊〢","养","2"
"習","xí","672","676","羽","习","2"
"乃","nǎi","673","1165","乃","乃","1"
"買","mǎi","674","758","买","买","1"
"字","zì","675","393","宀子","字","2"
"斯","sī","676","168","其斤","斯","2"
"氐","dī dǐ zhī","676","3865","氏","氐","2"
"織","zhī zhì","678","578","糸只","织","3"
"樂","lè yuè yào lào liáo luò","679","619","乐","乐","1"
"團","tuán","680","405","囗才","团","2"
"吾","wú yù","680","1649","五口","吾","2"
"器","qì","682","441","口犬","器","2"
"效","xiào","683","551","交攴","效","3"
"予","yú yǔ","684","925","予","予","1"
"付","fù","685","820","人寸","付","2"
"既","jì xì","686","724","皀旡","既","2"
"賣","mài","687","974","士买","卖","2"
"備","bèi","688","397","夂田","备","3"
"妾","qiè","688","3208","立女","妾","2"
"落","là luò lào luō","688","496","艸洛","落","4"
"急","jí","691","657","心刍","急","2"
"企","qǐ","692","450","人止","企","2"
"僅","jǐn jìn","692","494","人又","仅","2"
"黃","huáng","694","561","黄","黄","1"
"似","sì shì","695","431","人以","似","3"
"呆","dāi","696","1338","口木","呆","2"
"易","yì","697","461","易","易","1"
"除","chú shū zhù","698","464","阝余","除","4"
"參","cān shēn cēn sān dēn","699","507","厶㐱","参","3"
"標","biāo","700","473","木示","标","2"
"吧","bā ba","701","470","口巴","吧","2"
"壬","rén","702","3743","壬","壬","1"
"勾","gōu gòu","703","2033","勹厶","勾","2"
"夜","yè","704","665","亦夕","夜","2"
"速","sù","704","617","辵束","速","3"
"左","zuǒ","706","782","𠂇工","左","2"
"跟","gēn","707","541","足艮","跟","3"
"乎","hū hú","708","458","乎","乎","1"
"狀","zhuàng","708","624","爿犬","状","2"
"嗎","má mǎ ma","710","453","口马","吗","2"
"星","xīng","710","537","日生","星","3"
"委","wěi wēi","712","457","禾女","委","2"
"城","chéng","713","413","土成","城","3"
"層","céng","713","699","尸云","层","2"
"劃","huá huà","715","522","戈刀","划","2"
"輕","qīng qìng","715","460","车𢀖","轻","2"
"兄","xiōng","717","1089","儿口","兄","3"
"臣","chén","718","1138","臣","臣","1"
"坐","zuò","719","611","人土","坐","2"
"適","shì dí tì zhé","720","663","辵舌","适","3"
"值","zhí zhì","720","600","人直","值","3"
"英","yīng yāng","720","371","艸央","英","3"
"屬","shǔ zhǔ","723","610","尸禹","属","2"
"講","jiǎng","724","555","言井","讲","4"
"營","yíng cuō","725","536","宫𫇦","营","3"
"維","wéi yí","725","520","糸隹","维","2"
"昔","xī cuò xí","727","2384","龷日","昔","2"
"讓","ràng","728","339","言上","让","4"
"環","huán huàn","728","681","玉不","环","2"
"院","yuàn","728","338","阝完","院","5"
"射","shè yè yì","731","703","身寸","射","2"
"亦","yì","732","886","亦","亦","1"
"臼","jiù","733","3765","臼","臼","1"
"型","xíng","734","556","刑土","型","4"
"按","àn","734","573","手安","按","3"
"勢","shì","734","506","力执","势","3"
"嚴","yán","737","545","严","严","1"
"緊","jǐn","738","560","臤糸","紧","3"
"罙","shēn mí","739","4006","穴木","罙","2"
"丸","wán","740","2458","丸","丸","1"
"息","xī","741","428","自心","息","2"
"畫","huà","742","883","田凵","画","2"
"樹","shù","742","697","木对","树","3"
"臤","qiān xián","744","4017","臣又","臤","2"
"功","gōng","745","452","工力","功","2"
"注","zhù","746","492","水主","注","2"
"演","yǎn yàn","746","714","水寅","演","2"
"侯","hóu hòu","748","1756","人厂矢","侯","2"
"源","yuán","748","670","水原","源","4"
"溫","wēn","748","867","水昷","温","3"
"華","huá huà huā","751","412","化十","华","3"
"找","zhǎo","752","466","手戈","找","2"
"永","yǒng","753","842","永","永","1"
"飛","fēi","754","347","飞","飞","1"
"圍","wéi","755","576","囗韦","围","2"
"推","tuī","755","505","手隹","推","2"
"江","jiāng","757","577","水工","江","2"
"河","hé","757","574","水可","河","3"
"雖","suī","757","504","口虫","虽","2"
"境","jìng","760","582","土竟","境","6"
"李","lǐ","760","472","木子","李","2"
"考","kǎo","762","495","耂丂","考","3"
"兵","bīng","763","398","斤廾","兵","2"
"右","yòu","764","783","𠂇口","右","2"
"念","niàn","765","477","今心","念","3"
"越","yuè huó","766","440","走戉","越","3"
"選","xuǎn suàn xuàn","767","499","辵先","选","4"
"害","hài hé","768","579","宀丰口","害","2"
"致","zhì","768","524","至夊","致","2"
"韋","wéi huí","770","1667","韦","韦","1"
"初","chū","771","667","衣刀","初","2"
"裝","zhuāng","772","467","壮衣","装","3"
"底","dǐ de","773","543","广氐","底","3"
"亞","yā yà","773","420","亚","亚","1"
"議","yì","773","368","言义","议","4"
"察","chá","776","564","宀祭","察","3"
"密","mì","777","591","宓山","密","3"
"壓","yā yà","777","756","厂土","压","2"
"留","liú liǔ liù","779","554","卯田","留","3"
"擊","jī jí jì xí","780","395","击","击","1"
"免","miǎn","781","755","免","免","1"
"孩","hái","781","533","子亥","孩","2"
"村","cūn","783","712","木寸","村","2"
"禹","yǔ","784","2881","禹","禹","1"
"費","fèi bì","785","486","弗贝","费","2"
"局","jú","786","483","尺口","局","2"
"扁","biǎn piān biàn","787","1737","户册","扁","2"
"府","fǔ","788","417","广付","府","3"
"派","pài bài mài pā","789","532","水𠂢","派","3"
"房","fáng páng","789","512","户方","房","2"
"雙","shuāng","791","581","又","双","2"
"突","tū tú","792","484","穴犬","突","2"
"供","gōng gòng","793","550","人共","供","4"
"朝","zhāo cháo zhū","794","593","屮日月","朝","2"
"排","pái pǎi bèi","795","682","手非","排","2"
"苦","kǔ gǔ","796","634","艸古","苦","3"
"像","xiàng","796","294","人象","像","2"
"夠","gòu","796","538","多句","够","3"
"率","shuài lǜ lè","796","625","率","率","1"
"站","zhàn zhān","800","544","立占","站","3"
"宗","zōng","801","727","宀示","宗","2"
"州","zhōu","801","721","川","州","2"
"校","xiào jiào jiǎo xiáo","803","633","木交","校","2"
"微","wēi wéi","804","653","彳镸攴","微","3"
"君","jūn","805","985","尹口","君","3"
"富","fù","806","733","宀畐","富","2"
"談","tán","806","474","言炎","谈","4"
"阿","ā ē a ǎ à ě","808","471","阝可","阿","4"
"奇","qí jī","809","563","大可","奇","3"
"益","yì","809","649","水皿","益","2"
"陽","yáng","811","650","阝日","阳","4"
"責","zé zhài","812","535","丰贝","责","2"
"破","pò","813","604","石皮","破","3"
"球","qiú","814","628","玉求","球","2"
"差","chà chā chāi cī","814","732","来左","差","3"
"批","pī","816","569","手比","批","3"
"紀","jì jǐ","816","584","糸己","纪","2"
"配","pèi","816","738","酉己","配","2"
"哪","nǎ něi na né","819","652","口那","哪","5"
"媽","mā","820","750","女马","妈","2"
"剛","gāng","821","621","冈刀","刚","2"
"炎","yán tán yàn","822","1324","火","炎","2"
"依","yī yǐ","823","568","人衣","依","2"
"舞","wǔ","823","1144","无舛","舞","3"
"呀","yā ya","825","929","口牙","呀","2"
"血","xiě xuè","825","658","皿","血","2"
"礎","chǔ","827","1014","石出","础","3"
"倒","dǎo dào","827","608","人到","倒","3"
"刻","kè","827","618","亥刀","刻","2"
"波","bō bēi bì","830","664","水皮","波","3"
"龍","lóng lǒng máng","830","696","龙","龙","1"
"舉","jǔ","832","586","兴手","举","2"
"查","chá zhā","833","459","木旦","查","3"
"帝","dì","834","612","帝","帝","1"
"𡗗","pěng","835","4017","𡗗","𡗗","1"
"互","hù","836","819","互","互","1"
"范","fàn","836","705","艸氾","范","3"
"号","hào háo","838","487","口丂","号","2"
"盡","jìn jǐn","839","488","尺","尽","2"
"請","qǐng qīng qíng qìng","840","421","言青","请","4"
"臉","liǎn","840","615","肉佥","脸","2"
"敕","chì","842","3377","束攴","敕","3"
"職","zhí tè zhì","843","616","耳只","职","3"
"弗","fú","844","1257","弗","弗","1"
"吸","xī","844","924","口及","吸","3"
"鐵","tiě dié","844","779","金失","铁","3"
"縣","xiàn xuán","844","877","目木","县","2"
"羅","luó luo luō","848","392","网夕","罗","2"
"錢","qián jiǎn","848","603","金戋","钱","3"
"劇","jù","850","909","居刀","剧","4"
"獨","dú","850","627","犬虫","独","2"
"豆","dòu","852","1793","豆","豆","1"
"冊","cè","853","1525","册","册","1"
"激","jī jiāo jiào","854","710","水敫","激","5"
"喜","xǐ","854","668","壴口","喜","2"
"㐱","zhěn","856","4017","人彡","㐱","2"
"彔","lù","857","919","录","录","1"
"屋","wū","858","863","尸至","屋","2"
"哥","gē","858","804","可","哥","3"
"固","gù","860","893","囗古","固","3"
"甚","shèn shén shí","861","626","甘匹","甚","3"
"續","xù","862","552","糸卖","续","3"
"春","chūn chǔn","862","921","𡗗日","春","2"
"拿","ná","864","645","合手","拿","3"
"限","xiàn wěn","864","613","阝艮","限","4"
"草","cǎo zào","866","789","艸早","草","3"
"項","xiàng","866","571","工页","项","4"
"述","shù","868","674","辵术","述","3"
"曲","qū qǔ","868","1066","曲","曲","1"
"助","zhù chú","868","607","且力","助","2"
"芻","chú","871","3884","刍","刍","1"
"壯","zhuàng","872","1432","爿士","壮","2"
"刑","xíng","873","1087","开刀","刑","3"
"堅","jiān","874","748","臤土","坚","3"
"武","wǔ","875","501","戈止","武","2"
"貴","guì","875","873","中贝","贵","2"
"簡","jiǎn","877","716","竹间","简","3"
"巨","jù","878","913","工","巨","2"
"宮","gōng","879","982","宀囗","宫","2"
"材","cái","880","952","木才","材","2"
"雜","zá","880","853","九木","杂","2"
"普","pǔ","880","630","並日","普","2"
"胡","hú","883","806","古肉","胡","3"
"護","hù","884","529","手户","护","2"
"封","fēng","884","871","圭寸","封","3"
"省","shěng xǐng xiǎn","886","666","少目","省","2"
"模","mó mú","886","689","木莫","模","4"
"試","shì","888","643","言式","试","4"
"絕","jué","889","562","糸色","绝","3"
"洋","yáng xiáng yǎng","889","803","水羊","洋","2"
"洛","luò","891","978","水各","洛","3"
"誰","shuí shéi","892","648","言隹","谁","4"
"卯","mǎo","893","3700","刀","卯","2"
"繼","jì","894","655","糸米","继","2"
"優","yōu","895","774","人尤","优","3"
"龷","gòng","896","4017","龷","龷","1"
"征","zhēng zhǐ","897","739","彳正","征","3"
"詞","cí","898","959","言司","词","4"
"降","jiàng xiáng xiàng","898","744","阝夊","降","4"
"乞","qǐ qì","900","2425","气","乞","2"
"陳","chén zhèn","900","525","阝东","陈","4"
"負","fù","902","691","人贝","负","2"
"終","zhōng","903","558","糸冬","终","4"
"施","shī shǐ yí yì","904","553","㫃也","施","2"
"含","hán","905","937","今口","含","3"
"晚","wǎn","905","641","日免","晚","2"
"壴","zhù zhǔ","907","4017","壴","壴","1"
"仍","réng","908","601","人乃","仍","2"
"章","zhāng zhàng","909","539","辛日","章","2"
"腦","nǎo nào","910","646","肉㐫","脑","2"
"漢","hàn tān","911","711","水又","汉","2"
"修","xiū","912","740","攸彡","修","4"
"庚","gēng","912","3055","庚","庚","1"
"油","yóu yòu","914","948","水由","油","3"
"隋","suí duò tuō tuǒ","914","2819","阝𠂇土肉","隋","4"
"送","sòng","916","656","辵关","送","3"
"久","jiǔ","917","637","人","久","2"
"錯","cuò cù xī","918","638","金昔","错","3"
"秀","xiù","919","1136","禾乃","秀","2"
"均","jūn yùn","920","903","土匀","均","3"
"投","tóu","921","516","手殳","投","3"
"麻","má mā","922","1108","广林","麻","3"
"帀","zā","923","4017","帀","帀","1"
"敵","dí","924","523","舌攴","敌","3"
"遊","yóu liú","924","695","水斿","游","3"
"男","nán","926","602","田力","男","2"
"否","fǒu pǐ","926","620","不口","否","2"
"叶","yè xié shè","928","920","口十","叶","2"
"船","chuán","929","614","舟㕣","船","3"
"鄉","xiāng xiǎng xiàng","930","922","乡","乡","1"
"塊","kuài","930","793","土夬","块","2"
"异","yì","930","709","巳廾","异","2"
"腳","jiǎo jué","933","790","肉却","脚","3"
"怕","pà","933","631","心白","怕","2"
"策","cè","935","715","竹朿","策","2"
"蘇","sū sù","935","590","艸办","苏","3"
"靠","kào","937","808","告非","靠","3"
"医","yī","937","482","匚矢","医","2"
"測","cè","939","861","水则","测","3"
"善","shàn","939","749","羊言","善","4"
"植","zhí","939","1124","木直","植","3"
"啊","ā á ǎ à a","939","753","口阿","啊","5"
"換","huàn","943","824","手奂","换","3"
"括","kuò guā","943","850","手舌","括","3"
"娘","niáng","943","881","女良","娘","2"
"逐","zhú dí tún zhòu","943","954","辵豕","逐","3"
"睪","yì zé gāo hào","947","4017","𠬤","𠬤","1"
"戲","xì hū xī","948","1033","又戈","戏","2"
"亠","tóu","949","4017","亠","亠","1"
"甫","fǔ pǔ pù","950","2148","屮用","甫","2"
"析","xī","951","1073","木斤","析","2"
"著","zhù zhuó zhe chú zhāo zháo","951","777","艸者","著","4"
"待","dài dāi","951","673","彳寺","待","3"
"獲","huò","951","688","犬艸犬","获","3"
"希","xī","955","508","爻巾","希","2"
"置","zhì","956","677","网直","置","3"
"沖","chōng","956","702","仌中","冲","2"
"酸","suān","958","1456","酉夋","酸","5"
"沉","chén","958","747","水冗","沉","3"
"昭","zhāo","960","2186","日召","昭","3"
"亮","liàng","961","840","高儿","亮","3"
"班","bān","961","884","玨刀","班","3"
"抗","kàng káng","963","766","手亢","抗","2"
"兆","zhào","963","2242","水儿","兆","3"
"𢛳","dé","963","4017","直心","𢛳","3"
"番","fān pān bō fán pán pí pó","966","1452","釆田","番","2"
"靜","jìng","967","722","青争","静","4"
"啦","lā la","967","1194","口拉","啦","3"
